0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg avg_pollution,avg utility,avg inertia,avg reliability
10,2,1,0,1,1,3,2,2,1,1,6,0,5,1,2,1,5,1,5,1,6,7,6,3,4,4,6,5,0,7,7,5,3,6,1,7,6,6,7,6,7,8,9,9,9,7,9,10,10,1.6853345634146821,0.3511004719217064,0.6326530612244902,0.6600000000000001
10,1,1,1,0,1,0,1,0,0,0,1,1,0,1,2,1,2,2,2,2,1,1,1,1,6,4,4,5,5,6,5,5,6,6,6,7,6,7,6,6,7,7,9,8,9,8,9,9,10,1.4069825740546387,0.2723247501950209,0.9591836734693885,0.7000000000000003
10,9,6,7,6,5,6,5,6,7,6,6,4,6,4,6,7,6,6,7,6,6,7,6,7,6,6,6,5,6,6,7,6,6,7,9,7,9,8,7,9,7,8,9,9,9,7,8,9,9,2.5423671751846535,0.6200108761272475,0.9795918367346946,0.4792000000000002
10,9,2,1,0,0,1,4,6,6,7,6,6,6,6,5,6,6,6,7,6,6,6,6,7,7,7,6,5,6,7,7,7,6,7,8,7,9,7,8,9,8,8,9,9,9,8,9,9,9,2.285893981630208,0.5390393598195282,0.9591836734693885,0.5240000000000002
10,9,1,0,1,0,1,6,1,2,7,5,4,4,6,7,6,5,6,6,5,6,6,6,0,5,3,7,6,5,6,5,5,5,7,9,7,6,6,8,9,8,8,9,8,9,8,9,10,9,2.0482698838744953,0.4712942763611283,0.7755102040816333,0.5880000000000002
10,10,6,1,2,1,5,6,6,7,7,6,6,4,6,5,6,5,6,7,7,6,6,7,6,7,7,6,6,6,6,6,6,6,7,7,7,9,8,7,9,7,7,9,10,9,8,9,9,10,2.4044822772675727,0.5803116646987494,0.9387755102040823,0.5056000000000003
10,9,5,6,4,6,6,6,6,6,6,5,4,4,6,2,6,5,6,4,6,4,6,7,7,6,5,6,6,5,6,6,6,5,7,9,7,9,7,8,9,7,8,9,9,9,8,8,9,9,2.4250381146878177,0.5806895185125682,0.9183673469387762,0.5104000000000002
10,10,6,0,0,1,1,3,5,6,0,0,6,7,6,6,6,5,6,5,5,6,4,6,6,5,6,6,5,5,6,7,6,6,7,8,7,9,8,8,9,7,7,9,8,9,9,9,10,10,2.153232287826975,0.5004825176858271,0.8979591836734702,0.5600000000000002
10,10,6,0,0,0,5,6,6,7,6,6,5,6,4,7,6,5,6,5,6,6,4,6,7,7,6,6,6,6,7,6,7,5,7,9,7,9,9,8,9,7,8,9,9,9,8,9,10,10,2.3356884271327405,0.5619039456361358,0.8775510204081638,0.5208000000000002
10,10,1,0,1,3,1,6,0,0,1,1,1,7,6,4,6,6,6,5,6,5,3,6,6,4,1,6,4,5,6,6,1,5,6,4,6,9,7,7,8,7,8,9,9,10,8,9,10,10,1.9365080100517027,0.43055947296864117,0.7551020408163269,0.6104000000000002
9,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,2,3,2,1,1,1,1,1,0,0,1,0,1,5,5,5,4,6,6,6,6,7,7,6,7,7,9,9,9,8,9,9,10,1.2490651356134004,0.2263216322499292,0.9591836734693885,0.7288000000000002
10,10,0,0,1,2,1,1,1,0,1,1,2,1,1,2,1,1,6,2,1,1,0,6,6,7,6,7,4,5,6,6,5,5,6,6,7,6,7,7,8,7,8,9,9,9,7,9,10,10,1.6866664942802236,0.351659348625702,0.8979591836734702,0.6504000000000002
10,6,1,1,0,0,0,0,1,0,7,1,6,7,0,1,6,6,5,5,5,6,7,6,4,4,4,6,6,6,6,5,6,4,6,7,7,7,6,7,9,7,8,9,9,10,8,9,9,10,1.872349878282164,0.4110701958345686,0.8367346938775516,0.6152000000000002
9,6,0,0,1,1,1,1,1,1,1,0,0,7,1,1,2,3,3,2,1,2,3,2,1,3,1,1,2,5,6,6,4,6,6,6,7,6,7,7,9,7,9,9,9,9,9,9,9,10,1.507810784311559,0.30575416174970615,0.8979591836734702,0.6832000000000003
10,9,1,0,1,0,1,0,1,1,0,1,2,4,5,3,1,2,2,2,2,5,1,1,6,5,6,5,4,6,6,4,6,1,6,6,6,7,7,9,9,7,7,9,9,9,9,9,10,10,1.6707576398429662,0.3500046734911254,0.8367346938775516,0.6568000000000004
10,5,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,2,2,2,1,1,1,1,0,0,6,5,4,6,6,6,2,2,5,6,6,6,7,7,6,7,9,9,9,9,8,9,10,10,1.3546313797211829,0.26143392059059045,0.8979591836734702,0.7104000000000003
5,3,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,0,0,0,1,1,0,1,1,2,1,6,4,2,2,2,6,0,7,6,6,6,7,7,6,6,9,8,9,9,10,1.0974762679211438,0.18134622645739268,0.7959183673469393,0.7600000000000005
10,4,0,1,1,0,1,0,1,1,0,0,3,7,1,2,2,4,1,5,1,3,3,1,7,4,6,6,5,6,7,6,4,5,7,6,6,6,7,7,6,7,8,9,10,9,9,9,10,10,1.625231772114322,0.34064951194621346,0.7551020408163269,0.6600000000000003
10,4,1,0,0,0,2,0,1,2,1,0,0,1,5,2,5,4,1,5,1,5,0,1,6,4,6,6,5,6,6,7,4,4,4,7,6,6,7,7,6,7,7,9,9,9,9,9,10,10,1.595679567424706,0.33103291967073667,0.6938775510204087,0.6712000000000004
10,10,5,0,0,6,6,5,6,7,6,6,5,4,5,5,6,6,6,5,6,6,4,6,6,4,6,5,6,6,7,6,6,6,4,6,7,6,7,6,9,8,8,9,9,9,8,9,9,10,2.3229407956584702,0.5507898247619959,0.9183673469387762,0.5312000000000002
10,5,5,0,0,0,1,1,1,0,0,1,1,6,5,5,5,6,6,5,5,6,6,6,6,5,5,5,5,6,6,6,7,6,5,6,8,6,7,6,6,7,7,9,9,9,8,9,9,9,1.8849593867267302,0.410141946313125,0.8979591836734702,0.6112000000000002
10,9,2,0,1,1,2,5,6,6,7,6,6,5,5,5,6,5,5,4,6,6,4,5,4,6,5,6,5,6,6,7,6,6,6,6,6,6,6,7,6,6,7,8,8,9,8,8,8,9,2.185503302663607,0.49690358032329596,0.9387755102040823,0.5592000000000001
10,9,1,1,1,0,1,3,1,1,0,1,1,6,5,2,6,5,5,4,5,6,7,6,6,7,6,5,6,6,6,6,6,6,7,8,7,9,8,7,9,8,8,9,9,9,7,9,9,9,1.9600336456654048,0.4355917883986124,0.9183673469387762,0.5880000000000003
10,6,1,0,1,1,0,0,1,2,1,5,6,6,4,3,1,2,1,2,5,6,7,6,4,5,6,6,5,5,6,6,5,5,4,6,6,6,7,6,7,7,7,9,8,9,8,8,10,9,1.8022749253585624,0.3841598536953367,0.8979591836734702,0.6336000000000002
10,7,4,0,0,2,2,1,1,6,6,6,5,5,6,0,4,6,6,5,6,5,5,6,6,6,1,1,6,6,6,6,6,7,7,4,7,6,7,9,9,7,8,9,9,9,8,9,9,9,2.031935819136204,0.4615597656113068,0.7755102040816333,0.5912000000000002
10,6,1,0,3,2,1,1,6,1,7,4,3,1,5,6,6,3,6,4,5,5,1,5,5,4,4,5,5,1,6,7,1,5,6,6,7,6,7,7,6,7,8,9,9,9,8,8,10,10,1.9154714887741577,0.4203806579945029,0.6530612244897963,0.6208000000000002
10,10,5,0,0,0,6,5,5,5,6,6,4,6,6,4,6,5,6,4,6,6,7,6,6,6,6,6,5,6,6,6,6,6,7,6,7,6,8,7,9,7,7,9,8,9,7,9,9,10,2.258610665683574,0.5301708284349753,0.9183673469387762,0.5400000000000003
10,10,2,1,0,0,6,5,6,7,6,6,5,6,6,5,6,6,5,6,6,6,7,6,6,4,6,6,5,6,6,6,5,6,7,6,6,9,8,8,9,7,8,9,9,9,8,9,10,9,2.292177088590993,0.5413203477704247,0.9387755102040823,0.5328000000000003
9,10,1,0,1,0,5,6,1,1,1,6,5,6,5,4,6,5,6,4,6,6,4,6,7,7,6,5,6,6,7,6,7,5,6,6,7,9,7,8,9,7,8,9,9,9,8,9,10,10,2.1061012393447935,0.4833430010138662,0.8979591836734702,0.5672000000000001
10,10,0,1,0,0,1,3,6,6,7,6,5,6,5,6,5,6,6,6,7,6,7,6,6,7,6,5,4,6,5,6,6,5,6,6,7,9,7,8,9,8,8,9,8,9,8,9,9,10,2.2101551664583305,0.5131541124185832,0.9591836734693885,0.5456000000000002
9,9,1,2,0,0,1,1,1,1,1,4,6,6,2,1,2,5,6,4,6,6,6,1,7,5,5,6,5,5,7,6,6,6,6,7,7,9,7,7,9,8,7,9,9,10,9,9,9,10,1.8988880548797942,0.4203577520995786,0.8163265306122455,0.6072000000000003
9,10,1,1,0,1,1,3,6,6,7,3,1,3,6,5,6,6,6,5,6,6,4,6,6,6,5,5,5,5,6,7,6,6,6,6,6,7,7,7,9,7,7,9,7,9,8,9,10,10,2.10037000438154,0.4786586683458136,0.9183673469387762,0.5760000000000002
10,10,0,7,0,1,6,6,1,6,5,0,6,4,6,6,6,0,6,4,6,5,7,4,1,0,1,6,7,6,7,6,4,5,6,0,6,9,7,6,6,7,8,8,9,9,9,9,10,9,2.09152470908281,0.4712359774384527,0.6530612244897963,0.5904000000000003
9,9,0,0,0,0,1,1,1,5,2,6,0,4,6,5,6,5,3,4,1,6,6,3,6,7,1,1,5,6,6,7,5,5,4,7,7,6,7,7,6,7,9,8,8,9,8,9,10,10,1.8458262877615257,0.40005353366686086,0.6938775510204087,0.6304000000000002
10,9,1,1,0,1,1,1,2,6,6,4,6,6,1,2,1,5,5,7,5,6,4,6,6,5,6,6,5,5,6,6,4,6,6,7,7,7,7,7,9,7,9,8,8,9,7,9,10,10,1.9977928213873408,0.4503694974995828,0.8775510204081638,0.5952000000000003
10,7,1,0,0,0,0,0,1,1,0,2,2,1,1,3,1,1,1,5,6,0,3,2,6,0,1,6,5,6,6,7,6,5,6,6,7,1,7,7,6,7,7,8,9,9,7,9,10,10,1.527754095214132,0.31026859320886385,0.7755102040816333,0.6816000000000002
10,9,6,6,6,4,6,4,6,6,6,6,6,6,6,6,5,5,6,4,5,6,7,6,6,7,6,6,6,5,6,6,6,7,7,8,7,9,7,7,9,7,8,9,10,10,9,9,9,10,2.499328778823778,0.605617473160829,0.9795918367346946,0.4896000000000002
10,10,1,0,0,0,1,3,1,1,1,0,1,3,5,5,6,5,1,4,5,6,5,1,6,4,4,6,5,4,6,7,6,5,6,6,6,7,6,7,9,8,8,8,9,9,8,9,10,10,1.8208288943102724,0.39403961200606136,0.8775510204081638,0.6272000000000003
10,9,3,0,0,7,0,5,6,4,6,2,6,2,6,5,4,4,5,7,6,1,2,5,6,4,4,6,6,6,5,6,0,9,7,6,7,6,7,8,9,7,1,9,5,9,8,9,9,10,2.085755469137416,0.47048909958292695,0.6326530612244902,0.5904000000000003
10,9,1,4,1,1,2,2,6,7,5,6,5,5,6,4,6,4,6,7,6,6,4,6,7,7,6,6,6,6,6,7,7,6,7,8,7,9,8,8,9,7,8,9,8,9,8,9,9,10,2.245671880489704,0.5308155942137806,0.8979591836734702,0.5408000000000002
10,9,3,1,0,0,2,6,7,2,1,1,6,6,6,4,6,5,6,4,3,5,4,6,6,4,5,6,7,6,6,6,6,6,1,6,7,9,7,8,9,7,8,9,9,8,7,9,9,10,2.064896531982296,0.47132882837118467,0.8367346938775516,0.5864000000000001
9,6,0,0,0,0,0,0,1,1,1,1,1,0,3,2,2,2,2,1,5,0,4,1,6,3,1,2,5,6,6,6,5,5,5,6,7,9,7,7,9,7,8,9,9,9,9,10,10,10,1.489456132553894,0.3041209413893588,0.7959183673469393,0.6848000000000002
10,6,1,0,0,0,1,1,0,2,5,5,0,5,5,4,1,3,1,2,6,6,4,6,7,5,6,6,5,4,6,6,7,5,4,6,6,6,7,7,9,7,7,9,9,10,9,9,10,10,1.8015206296688768,0.39067066981844845,0.7959183673469393,0.6320000000000001
9,6,1,1,0,0,0,0,0,1,2,1,1,1,1,2,6,2,2,2,1,1,1,6,7,3,1,6,5,6,6,6,5,5,6,6,6,6,7,1,6,7,7,9,9,9,9,9,10,10,1.5374149708529006,0.31048452183311226,0.8163265306122455,0.6800000000000003
10,9,1,0,3,1,1,5,2,3,6,1,5,4,6,5,5,6,6,5,5,5,4,1,1,3,6,7,6,5,6,9,1,5,6,7,6,5,7,6,9,8,7,9,10,9,9,9,10,10,1.9936816549194691,0.4520957257370702,0.7142857142857147,0.6016000000000002
10,9,4,1,0,1,2,3,9,6,6,6,4,6,6,5,6,5,1,6,5,6,4,5,5,3,7,6,6,6,6,7,6,6,7,6,6,6,7,7,9,8,7,9,9,9,8,9,9,10,2.1941090625684083,0.5108683326722153,0.8367346938775516,0.5608000000000001
10,10,0,0,0,6,1,2,6,6,0,6,6,5,5,5,6,5,5,5,7,2,4,1,3,7,6,6,5,6,7,6,5,4,7,6,7,9,7,7,9,8,8,9,9,9,8,9,10,10,2.0861425751045175,0.48028861002730827,0.7551020408163269,0.5816000000000002
10,10,1,0,3,0,1,7,5,6,5,6,6,6,6,4,6,5,1,5,6,6,4,7,6,6,6,6,5,6,7,6,6,7,7,7,7,9,7,9,9,8,8,9,9,9,7,9,10,10,2.2075205186989257,0.5209722823639823,0.8367346938775516,0.5520000000000002
10,10,6,4,0,0,6,5,7,7,7,6,1,6,7,5,1,2,6,4,6,6,4,6,6,4,6,6,6,5,0,6,4,6,6,9,7,9,8,7,9,7,8,9,9,9,8,8,9,10,2.2520408380206036,0.5304666233550718,0.7551020408163269,0.5544000000000002
10,10,2,3,0,0,1,3,1,6,4,6,5,5,5,5,6,6,6,7,6,6,7,6,7,7,6,6,6,5,5,6,7,6,7,7,7,6,7,8,9,7,8,9,8,9,9,9,10,10,2.195022158749464,0.5093947665338251,0.9387755102040823,0.5472000000000001
10,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,2,1,1,1,2,1,1,1,1,1,1,3,5,6,6,2,2,6,6,6,6,7,7,6,7,8,9,9,9,8,10,10,10,1.2488453937938528,0.23005370769027436,0.8979591836734702,0.7296000000000004
10,7,1,0,0,1,0,0,3,1,1,2,3,6,1,2,1,2,5,5,6,6,0,5,6,5,5,6,4,5,6,5,5,5,6,7,7,6,5,7,8,7,7,9,9,9,8,9,10,10,1.7419181503095262,0.37093193706246635,0.8163265306122455,0.6424000000000002
10,10,1,0,1,4,6,7,6,6,6,6,5,6,5,6,6,5,6,4,6,6,7,6,6,4,7,6,5,6,7,7,6,6,7,9,7,9,8,8,9,7,8,8,9,10,9,9,9,10,2.3475424486825824,0.5606294799015045,0.9387755102040823,0.5200000000000001
10,7,1,0,0,0,3,1,6,1,1,1,1,3,6,6,6,5,6,5,6,5,6,1,6,4,5,6,5,6,6,5,6,6,4,9,7,6,6,9,8,7,7,9,9,9,9,9,10,10,1.9047311916240748,0.42332564896872993,0.7959183673469393,0.6112000000000002
10,9,2,0,0,0,1,3,1,1,0,0,6,6,6,5,1,4,6,5,5,5,4,6,6,5,7,6,5,5,6,6,6,5,4,7,6,6,8,7,9,8,7,9,9,10,9,9,10,10,1.9108697716071277,0.4250988961465887,0.8367346938775516,0.6112000000000002
10,10,5,0,6,1,4,6,6,7,7,7,6,7,6,5,6,5,6,7,6,6,7,6,7,7,7,6,6,6,7,7,6,6,6,7,7,9,8,8,9,8,9,9,10,10,9,9,9,10,2.457222655688603,0.6002832661503722,0.8979591836734702,0.49280000000000024
10,9,2,1,6,7,6,5,6,6,5,6,6,7,6,5,6,5,6,4,5,6,4,6,6,7,7,6,7,6,6,6,7,6,7,7,7,9,9,8,7,7,8,9,9,10,9,9,9,10,2.4295966228322237,0.5838745159016104,0.9591836734693885,0.5016000000000002
10,10,9,9,7,7,6,5,6,6,4,6,6,6,7,6,6,7,6,4,5,6,7,7,6,7,7,9,7,6,7,6,6,7,7,6,7,9,8,8,9,8,7,9,9,10,9,9,9,10,2.6854294282660454,0.6614783781499085,1.0000000000000007,0.44640000000000013
10,9,1,1,0,7,6,2,6,1,6,6,6,6,5,5,6,4,3,4,6,1,6,7,6,0,6,6,5,6,7,6,5,5,7,7,6,9,7,7,6,7,8,9,10,9,7,9,10,10,2.152552687578987,0.5003650965466546,0.7551020408163269,0.5704000000000002
10,10,5,0,1,2,1,3,1,7,5,6,4,6,6,4,6,5,6,5,5,6,5,4,6,7,6,6,5,6,7,6,6,6,6,7,7,9,7,7,9,7,7,9,9,10,9,9,10,10,2.1942803697215916,0.5121031556848755,0.9183673469387762,0.5528000000000002
10,10,1,0,0,2,1,2,1,6,4,6,5,4,6,6,6,5,6,6,5,5,4,6,7,7,6,6,5,6,7,6,6,6,6,6,7,6,7,7,9,7,7,9,9,10,9,8,9,10,2.11920999033437,0.4849450826437664,0.9387755102040823,0.5648000000000002
10,10,1,0,0,0,1,2,1,4,5,5,5,6,6,2,6,4,5,4,5,6,0,6,6,7,7,6,5,6,6,6,6,7,7,6,7,8,6,9,9,6,7,9,9,10,9,10,9,10,2.0281705081092154,0.46034005380794646,0.8163265306122455,0.5840000000000002
10,6,0,0,0,0,2,1,1,1,2,1,1,6,1,2,2,1,3,2,2,1,0,1,5,4,6,5,4,6,6,5,4,6,5,6,6,6,7,7,9,7,7,9,9,9,9,9,9,10,1.5813776725287503,0.3233463660086511,0.8775510204081638,0.6704000000000002
10,6,2,1,0,1,1,1,1,3,1,2,5,6,4,3,6,5,2,4,6,6,4,6,7,6,6,6,5,6,6,6,5,5,4,7,6,9,9,7,9,10,7,9,9,10,8,9,10,10,1.9228553224792508,0.4300504879553262,0.7959183673469393,0.6040000000000002
10,6,5,0,1,6,6,6,0,7,6,5,5,7,4,5,6,6,6,4,5,6,7,6,6,7,7,9,7,6,7,7,6,9,6,8,7,9,8,9,9,8,8,9,9,10,8,9,10,10,2.328302093518953,0.5606477369188856,0.7755102040816333,0.5208000000000002
10,10,9,3,0,0,4,6,6,7,5,6,6,6,5,5,5,6,6,5,6,6,6,6,6,7,7,7,6,6,7,6,7,6,7,0,7,9,8,6,9,7,8,9,9,9,8,10,10,9,2.3751047933973672,0.5706431241025459,0.8163265306122455,0.5200000000000001
10,10,4,3,7,6,6,4,6,7,6,7,7,6,5,6,5,5,6,7,6,7,7,6,6,7,6,6,6,7,7,6,6,6,6,8,7,9,8,8,9,8,8,9,9,9,9,10,9,10,2.5321625606427527,0.6203729926768441,0.9387755102040823,0.48000000000000015
10,9,9,7,6,5,6,5,6,6,7,6,5,6,6,6,6,5,6,6,5,6,6,6,6,7,6,6,5,6,7,6,6,6,7,7,7,9,8,7,9,7,8,9,8,9,9,8,9,10,2.577682400945337,0.6275294831272649,1.0000000000000007,0.4712000000000002
10,9,1,1,0,0,6,2,1,6,4,6,5,4,6,6,6,5,6,6,5,6,4,6,6,7,7,6,5,6,6,6,7,6,6,7,7,6,7,7,6,7,7,9,9,10,9,8,9,10,2.1441237720907833,0.4936304157489842,0.9183673469387762,0.5632000000000001
10,10,1,0,0,2,1,2,1,1,5,6,4,4,6,7,6,5,6,0,5,5,5,5,6,7,6,6,5,6,7,6,6,6,7,6,6,9,7,7,9,7,7,9,9,9,9,9,9,10,2.0457541459471433,0.4633850836416593,0.8775510204081638,0.5808000000000001
