0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg avg_pollution,avg utility,avg inertia,avg reliability
10,1,1,0,0,1,0,1,3,1,0,1,2,2,2,1,6,1,1,0,2,5,6,5,5,4,4,6,6,4,6,4,5,6,6,7,6,5,5,6,6,5,6,7,7,8,9,10,9,10,1.551689474311306,0.3105478725560811,0.8979591836734702,0.6768000000000002
10,9,7,7,0,6,4,1,5,1,5,4,7,6,4,4,5,6,6,5,6,5,5,5,5,6,4,5,5,5,5,6,6,6,7,7,6,9,6,7,6,7,9,9,7,9,9,10,10,10,2.2667716727616205,0.531854400743121,0.8163265306122455,0.5504000000000002
9,9,0,0,1,1,4,6,2,6,1,3,5,2,2,6,6,7,6,6,4,3,5,5,5,5,0,6,4,1,5,5,6,1,6,5,6,7,4,3,9,9,7,9,7,9,9,9,10,9,1.934530590769052,0.42403744545447686,0.6530612244897963,0.6200000000000001
10,9,7,1,0,1,0,6,5,4,6,7,6,5,6,7,7,6,7,6,5,4,5,5,5,6,5,6,6,7,6,6,6,6,7,7,9,9,8,9,9,9,9,9,7,9,10,10,10,9,2.303482328042953,0.5479383425401847,0.9591836734693885,0.5248000000000002
9,8,0,0,6,6,7,1,3,0,6,6,6,5,5,5,6,6,6,5,5,5,6,5,6,4,4,5,5,5,6,6,6,6,7,6,7,9,10,6,6,6,7,9,8,9,9,9,10,9,2.180562691872463,0.5036622615829254,0.8775510204081638,0.5600000000000002
9,8,1,0,0,1,0,1,1,0,1,1,7,2,1,7,1,7,2,1,5,6,2,4,4,6,5,4,4,4,5,5,1,6,6,7,3,6,6,6,6,9,6,9,7,9,9,10,10,9,1.687413299944617,0.35305690454674926,0.6530612244897963,0.6608000000000003
9,9,1,0,0,1,1,1,1,1,1,1,6,2,1,3,1,6,5,1,2,1,6,6,5,4,5,6,6,4,5,5,6,4,6,6,5,6,6,5,6,6,6,7,7,9,9,9,10,9,1.7013941868014553,0.3537225891378705,0.8775510204081638,0.6552000000000002
10,10,0,1,0,1,0,6,6,7,1,2,3,2,6,3,6,6,6,6,2,5,5,5,6,5,5,5,5,4,6,4,6,4,6,5,4,6,4,4,5,5,6,9,9,8,9,10,10,10,1.9660684845281053,0.43522360066786164,0.8163265306122455,0.6112000000000002
10,9,1,0,0,1,3,1,1,0,0,7,6,7,6,5,6,4,5,7,4,4,5,5,4,5,5,6,5,5,6,5,6,6,7,7,5,6,6,6,6,7,9,9,7,9,9,9,10,9,1.977358855465495,0.43916569004071077,0.8979591836734702,0.6008000000000001
9,10,0,0,1,1,0,1,2,1,0,1,3,1,1,6,0,5,5,5,5,5,6,5,4,5,5,5,6,5,6,5,6,6,6,7,6,6,4,5,6,6,4,6,7,8,9,9,10,9,1.7568368771555236,0.3660736294329633,0.9183673469387762,0.6400000000000002
10,7,0,7,0,0,1,0,5,6,3,7,6,4,4,6,7,4,3,4,5,5,4,4,5,4,4,5,5,7,1,5,5,6,5,6,6,6,5,6,6,9,8,9,8,9,9,10,10,10,2.0133968285250026,0.4512392876794031,0.7551020408163269,0.6016000000000002
10,9,0,7,0,1,0,1,1,3,1,6,6,6,5,5,1,5,5,6,5,6,5,6,5,5,4,5,5,4,6,6,5,5,6,4,4,6,5,6,6,7,9,9,8,9,9,10,10,9,1.9951986036032843,0.4420178999344636,0.8775510204081638,0.6008000000000002
9,6,0,0,0,1,3,1,1,1,2,2,2,3,1,0,0,6,6,3,2,3,1,2,4,5,4,5,6,5,5,4,6,6,6,7,6,6,5,6,6,6,7,8,7,9,10,9,10,10,1.629205066888415,0.33276667613656047,0.8979591836734702,0.6640000000000004
10,9,7,6,6,6,4,6,6,6,5,6,6,4,4,6,7,6,5,6,4,5,6,5,6,5,6,6,6,6,5,6,6,6,7,7,6,6,7,7,9,9,10,6,7,9,9,9,10,10,2.476702819019279,0.5929771634787855,0.9795918367346946,0.49920000000000014
10,9,0,0,0,1,2,1,6,6,5,0,6,2,2,6,7,6,6,6,5,6,5,5,4,6,7,6,5,4,6,6,5,7,7,7,9,9,7,7,9,9,9,7,7,8,9,10,10,10,2.0531382763419983,0.47004996278955635,0.8571428571428578,0.5784000000000001
10,6,0,1,1,1,0,1,0,1,3,1,3,2,1,3,1,1,1,6,7,5,4,5,5,5,5,4,6,4,5,4,5,4,6,6,7,6,6,6,6,6,7,6,8,10,9,9,10,9,1.6669267969163686,0.3450675208541494,0.8775510204081638,0.6600000000000003
10,5,0,0,1,0,0,1,1,1,3,2,2,2,2,0,1,3,5,6,5,5,6,4,4,6,5,5,6,7,6,6,6,7,6,7,6,5,6,7,6,6,9,7,8,9,9,9,10,10,1.721833663024475,0.36056802032731156,0.8979591836734702,0.6400000000000002
10,6,0,0,0,1,3,1,4,1,3,1,6,4,6,5,6,4,2,7,6,5,4,5,5,6,4,6,5,4,5,6,6,6,6,4,5,6,9,7,9,9,9,9,7,8,9,10,10,9,1.9145509276198274,0.4232098692492169,0.8367346938775516,0.6128000000000001
9,9,1,0,3,1,0,0,1,1,1,2,7,2,2,6,6,6,2,2,5,6,6,5,4,5,5,6,5,4,6,6,6,4,7,6,4,6,6,6,6,6,7,9,8,10,10,9,10,10,1.8309195184459222,0.4001237609288993,0.8163265306122455,0.6312000000000002
10,9,0,0,0,0,0,9,1,1,3,3,2,1,1,7,6,4,6,5,5,6,6,4,4,5,4,5,6,7,5,6,6,5,6,5,6,5,7,7,7,9,9,8,8,9,10,10,10,10,1.9150089882647796,0.42341860642710094,0.8775510204081638,0.6096000000000001
10,8,0,3,5,1,7,6,0,7,7,7,3,5,5,7,1,7,2,7,6,6,1,5,5,6,4,5,2,4,2,6,1,6,7,7,9,1,6,9,5,10,10,7,8,8,9,10,10,10,2.136885303710977,0.4910053283716219,0.40816326530612257,0.5808000000000003
10,5,0,0,1,0,0,1,1,1,4,3,2,2,2,1,1,3,2,6,5,5,6,4,5,6,5,5,6,5,6,6,5,4,6,7,6,5,6,7,6,6,9,7,8,9,9,10,10,10,1.7004958214909758,0.35676481374320274,0.8979591836734702,0.6472000000000002
6,4,0,0,0,0,0,1,1,1,1,1,3,2,1,1,1,3,2,2,1,3,2,3,4,4,3,0,6,5,5,5,6,6,6,6,5,5,6,7,7,5,6,7,9,8,9,9,9,9,1.4220518146096868,0.27097184233592286,0.9183673469387762,0.7000000000000003
10,9,0,7,0,1,7,6,2,7,7,7,6,5,7,1,0,4,9,6,1,6,6,5,6,6,6,4,6,5,5,4,5,6,7,8,6,6,7,6,10,9,9,9,8,9,9,9,10,10,2.214843655215466,0.5227305297629932,0.6938775510204087,0.5616000000000002
10,9,0,0,1,1,0,1,0,0,7,5,2,5,6,3,1,4,6,6,5,5,6,4,4,6,5,5,6,4,6,6,5,6,6,7,6,5,6,7,7,6,9,7,8,9,9,10,10,9,1.8804526607406538,0.41384014105119094,0.8367346938775516,0.6208000000000002
9,8,0,0,1,1,0,1,0,0,1,1,1,6,7,5,0,0,1,1,2,5,6,6,5,4,4,1,5,7,6,4,6,6,1,4,4,4,6,6,6,7,9,8,8,8,10,9,9,10,1.6281454382188998,0.3320844700603483,0.7755102040816333,0.6712000000000002
10,9,0,1,1,1,1,1,3,2,3,7,2,6,7,0,1,6,6,5,5,5,5,5,5,6,4,5,6,5,6,6,6,7,7,6,5,6,7,6,10,10,9,8,7,9,9,10,10,10,1.9612849842381217,0.44118125634618416,0.8571428571428578,0.6024000000000003
10,6,0,0,0,1,0,1,1,1,0,1,2,2,2,3,5,6,7,6,3,4,5,5,6,4,4,5,6,4,1,6,6,5,6,5,9,6,7,7,8,9,10,9,8,9,9,10,10,10,1.7308015497634879,0.3705120831214521,0.8367346938775516,0.6432000000000002
10,9,7,0,3,0,6,6,6,6,5,6,4,4,6,4,6,5,6,1,10,5,5,5,4,5,4,7,6,6,6,5,6,7,7,7,6,5,6,7,10,10,9,9,8,10,10,10,10,9,2.2797317846136935,0.5415437567618299,0.7959183673469393,0.5424000000000002
10,9,7,1,6,1,0,6,4,6,6,4,6,5,6,6,6,2,6,4,5,5,5,5,5,6,4,6,5,4,6,6,6,6,7,7,6,6,6,6,9,9,9,8,7,9,9,10,10,10,2.2337883840903046,0.5263816396565841,0.8571428571428578,0.5544000000000002
10,9,0,1,6,6,6,6,6,5,6,2,6,5,1,6,6,10,2,7,6,2,6,0,4,4,4,5,6,5,6,5,6,7,6,7,6,6,6,6,10,9,9,8,8,9,9,10,10,9,2.2245934167296664,0.5225439501905489,0.7142857142857147,0.5616000000000002
10,10,7,0,0,1,1,5,5,5,6,4,6,5,5,4,6,5,6,6,6,5,6,6,6,5,5,6,6,4,6,6,6,6,7,8,6,6,7,7,9,10,9,8,8,9,10,10,10,9,2.2276402411388654,0.5233799884177041,0.9183673469387762,0.5496000000000002
10,9,0,6,1,0,0,6,7,7,6,6,6,4,7,1,7,1,5,4,5,5,5,4,5,6,4,6,6,4,5,4,6,7,7,6,6,6,7,6,10,9,9,9,8,9,9,10,10,9,2.1548081132010934,0.5004045809861074,0.7959183673469393,0.5720000000000002
10,9,6,0,2,0,0,6,6,7,3,7,6,5,6,5,6,6,5,2,5,5,4,6,6,4,6,6,6,5,5,5,6,6,7,8,9,6,8,7,9,8,9,9,8,9,10,10,10,10,2.2077816451227568,0.5218119492142591,0.7755102040816333,0.5552000000000001
10,10,7,0,0,1,7,5,6,5,6,7,6,5,4,6,7,5,5,6,6,6,5,5,6,5,5,6,6,5,6,7,6,6,7,8,9,9,7,7,9,9,9,9,8,9,9,10,10,9,2.350497906542333,0.5621081996030889,0.8979591836734702,0.5200000000000002
10,9,7,6,6,6,4,4,6,7,7,7,6,5,6,4,6,5,6,6,6,5,5,5,4,6,6,7,9,7,6,6,6,7,6,7,9,7,6,6,9,10,10,9,7,9,9,10,10,10,2.5262883234593105,0.6138985713759653,0.9795918367346946,0.4840000000000002
10,6,0,0,0,1,0,1,5,1,4,5,6,1,1,5,5,1,6,6,6,5,5,6,5,5,5,6,6,6,6,5,6,5,6,7,6,6,7,7,9,9,10,9,8,9,9,10,10,10,1.8947244922414106,0.4209946351183745,0.8163265306122455,0.6112000000000002
10,6,1,0,0,1,1,1,0,1,3,1,2,1,3,5,7,0,1,1,5,6,6,5,6,2,5,6,6,4,5,6,6,5,6,7,6,6,6,4,6,6,10,9,8,9,9,10,9,10,1.7021247367139256,0.3603824014637195,0.8163265306122455,0.6520000000000004
10,9,6,1,0,1,0,1,0,6,6,4,6,5,5,7,6,4,6,7,6,6,5,5,4,6,5,6,6,4,6,7,4,6,7,7,6,6,6,7,7,9,9,9,8,9,9,10,10,10,2.134734332802972,0.49006787523887213,0.8979591836734702,0.5640000000000002
10,9,7,1,1,1,4,6,7,3,2,7,6,4,6,5,6,4,5,6,5,5,5,5,5,6,1,6,6,4,4,6,6,7,7,7,6,6,6,8,9,8,9,9,8,9,9,10,10,10,2.2045958113580717,0.518924942258998,0.8571428571428578,0.5608000000000002
10,9,7,6,0,6,4,6,6,5,5,6,6,5,5,5,7,6,6,6,6,5,5,6,5,6,7,5,6,7,6,6,6,7,7,7,7,9,8,7,9,10,9,9,8,9,9,9,10,10,2.427913298626302,0.5910733603718923,0.9183673469387762,0.5048000000000001
9,8,1,0,0,1,7,0,0,1,3,2,5,4,1,1,0,4,5,2,3,5,6,5,5,5,7,4,6,5,5,2,6,2,6,4,6,6,7,5,10,5,6,6,7,9,9,9,10,10,1.757437002127294,0.37115942176354144,0.6530612244897963,0.6504000000000002
10,7,6,6,6,1,0,6,6,5,5,6,6,4,5,5,1,6,6,6,5,5,5,5,4,7,4,5,6,7,6,6,6,6,7,6,6,5,8,7,9,9,10,9,8,9,9,10,10,10,2.284982627504852,0.540428192336366,0.8367346938775516,0.5424000000000002
10,9,1,0,0,1,0,6,0,7,6,7,6,4,5,6,6,4,6,7,6,6,5,5,4,6,5,5,5,4,4,4,5,6,7,7,9,6,6,7,8,9,9,9,8,9,9,10,10,10,2.1231936090878696,0.4852426717669671,0.8979591836734702,0.5672000000000001
10,9,7,0,0,1,3,6,7,7,1,0,6,5,5,4,6,2,6,6,5,5,6,5,5,5,5,6,6,4,6,7,6,6,7,7,6,6,5,6,8,9,9,9,8,9,10,10,10,10,2.1573313143659534,0.5016246180919068,0.8571428571428578,0.5664000000000001
10,9,7,6,4,6,7,6,7,6,7,7,6,5,6,6,7,4,6,6,6,4,5,6,6,6,6,6,6,6,4,6,6,7,7,7,9,9,8,9,10,9,10,9,8,9,10,9,10,10,2.5727960779383983,0.6300392666837774,0.9795918367346946,0.46880000000000016
10,9,0,1,2,1,0,1,0,1,1,1,1,6,6,4,6,6,6,5,6,5,5,6,5,6,5,7,6,6,6,5,6,7,7,7,6,6,6,7,6,10,10,9,7,9,9,10,10,10,1.9492471308966532,0.43217140768419754,0.9183673469387762,0.5960000000000002
9,8,7,1,0,1,0,6,6,1,6,7,6,4,6,4,6,6,6,5,6,6,5,6,6,6,4,5,5,4,6,6,6,7,6,7,7,9,7,7,9,9,10,9,8,9,9,10,10,10,2.1997678735620023,0.5159584028944944,0.9183673469387762,0.5520000000000002
10,9,7,1,0,1,0,2,6,5,6,7,5,5,6,6,6,5,5,6,6,5,4,4,6,5,5,6,6,4,6,7,7,6,7,7,9,10,7,9,10,10,10,9,8,9,10,10,10,9,2.2384588964518746,0.5310287344636266,0.8979591836734702,0.5400000000000003
10,8,0,0,1,1,3,1,1,0,1,1,5,5,5,6,5,6,5,6,6,5,5,6,5,6,5,1,6,4,5,4,6,6,7,7,7,9,7,7,9,9,9,9,7,9,10,10,10,9,1.9316293465348608,0.429454365732679,0.8979591836734702,0.6016000000000001
10,9,7,2,0,1,7,6,6,5,6,6,6,5,5,7,6,1,4,6,6,5,5,5,4,6,7,6,6,5,6,6,6,6,7,7,7,6,9,9,9,9,10,9,8,9,9,10,10,10,2.3145918365397,0.5552732316417616,0.8571428571428578,0.5336000000000002
10,3,1,1,0,1,1,1,2,1,1,2,1,3,1,2,1,2,1,5,6,5,4,5,5,5,4,6,6,4,6,5,6,5,6,7,6,6,6,7,6,9,10,9,7,6,9,9,10,9,1.6712814732389036,0.3452261840677239,0.9183673469387762,0.6488000000000003
10,8,0,0,0,1,0,1,5,6,5,2,1,0,5,5,5,6,6,6,6,5,5,6,5,6,5,6,6,5,6,4,6,5,7,7,7,6,7,7,9,9,10,9,8,9,10,10,10,9,1.9767142015617827,0.4436842825404117,0.8775510204081638,0.5944000000000003
10,0,1,1,0,1,1,1,3,1,1,3,0,3,1,2,1,2,6,5,5,6,4,5,5,5,4,6,6,4,6,6,6,7,6,7,5,6,6,7,7,9,10,9,7,6,9,9,10,9,1.6803607017635214,0.3503901075152026,0.8775510204081638,0.6472000000000002
10,8,0,0,0,1,0,1,2,1,5,1,1,5,6,5,5,6,6,6,6,5,5,5,5,6,4,6,6,5,6,5,6,5,7,7,9,6,7,7,9,10,9,9,8,9,10,9,10,9,1.9361681486151452,0.43225626666493666,0.8571428571428578,0.6000000000000002
10,9,0,1,0,1,2,1,1,0,7,7,6,6,5,6,7,6,7,7,6,6,5,6,5,6,4,4,6,5,6,7,7,6,7,7,9,6,7,7,6,9,9,8,9,9,9,9,10,10,2.1297397704523378,0.4859828359212301,0.9183673469387762,0.5592000000000001
10,9,0,1,1,7,7,5,6,6,7,7,6,4,4,4,5,5,5,5,6,6,5,5,5,4,4,6,4,5,6,7,9,7,7,6,5,6,7,9,9,9,9,9,8,10,9,10,9,9,2.3021830986405565,0.5407782932615711,0.9183673469387762,0.5336000000000002
10,9,0,0,1,1,0,1,1,0,7,6,6,4,6,6,6,6,5,5,4,6,5,6,6,5,4,5,6,4,6,5,6,6,7,8,10,9,7,7,6,9,10,9,8,10,9,10,10,9,2.0383443297520083,0.4642748522155046,0.8979591836734702,0.5808000000000003
9,9,7,0,1,1,3,1,1,3,1,6,5,6,4,5,6,7,5,5,5,6,6,5,5,6,5,5,9,4,5,5,6,7,7,7,9,9,6,7,9,9,10,9,7,9,9,9,10,10,2.1268393087530346,0.4907395512032632,0.8775510204081638,0.5624000000000002
9,9,0,0,1,1,0,1,5,3,2,7,6,5,1,5,6,4,5,4,5,4,5,5,4,6,2,6,6,4,7,7,6,6,6,0,6,6,7,7,9,7,10,9,8,9,9,10,10,10,1.9391263701321242,0.4318007761190241,0.7551020408163269,0.6112000000000002
10,9,7,0,0,1,0,1,2,7,5,7,6,5,6,1,0,6,4,6,4,4,6,5,4,6,4,5,6,6,6,4,6,6,6,7,6,6,7,6,6,6,6,8,8,9,9,10,9,10,2.052847834101406,0.4611061219055109,0.8571428571428578,0.5904000000000003
9,7,0,0,0,7,1,1,1,1,3,3,1,1,6,1,2,2,6,7,6,5,6,5,4,5,3,4,5,5,6,5,5,6,6,7,6,6,6,5,6,6,9,9,7,9,9,10,10,10,1.8152827303045533,0.39035619483482137,0.8367346938775516,0.6336000000000002
10,9,7,7,0,1,4,6,6,6,7,6,5,5,6,6,7,6,5,5,6,5,6,5,5,4,6,6,6,7,6,5,6,9,7,9,9,9,7,9,10,9,10,9,8,9,10,10,10,10,2.4370414317056883,0.5907405620688738,0.9387755102040823,0.4976000000000002
10,9,0,1,0,1,0,1,1,2,0,1,7,6,4,6,7,0,4,7,7,4,6,5,4,6,4,4,6,5,6,7,6,6,6,5,4,6,6,6,9,9,10,9,9,9,9,10,10,10,1.906106963001674,0.4222177860687544,0.8367346938775516,0.6096000000000003
10,9,7,1,0,1,0,6,3,6,6,6,6,5,6,6,6,4,6,6,6,5,5,5,5,5,4,5,6,7,6,7,7,6,7,9,7,9,7,8,8,9,10,9,8,9,10,10,10,10,2.249896703855408,0.5357667641336932,0.9183673469387762,0.5400000000000003
10,6,0,0,0,1,3,0,1,7,1,0,1,2,2,6,6,5,6,4,6,2,7,5,6,6,5,7,6,4,5,7,6,6,6,4,9,6,6,7,9,10,10,9,8,9,9,9,10,10,1.8592111950322237,0.4123478612402554,0.7346938775510209,0.6160000000000002
9,1,1,1,1,1,3,1,7,2,1,5,6,6,5,0,6,6,6,6,6,5,5,5,5,4,5,6,5,5,6,4,6,6,6,7,7,6,7,7,9,9,9,8,8,9,9,10,10,10,1.9571963952615794,0.43423832106201987,0.8775510204081638,0.6024000000000003
9,8,0,1,0,1,3,1,1,1,2,1,1,0,6,7,6,6,1,5,6,5,5,5,6,6,4,6,6,5,6,5,6,7,6,4,6,6,4,7,5,9,9,9,7,9,9,10,10,10,1.8479224663131633,0.40054865391400674,0.8571428571428578,0.6216000000000003
10,6,1,1,7,1,1,1,6,2,6,6,5,5,5,6,6,6,5,4,6,6,4,4,5,6,7,6,4,5,4,5,6,7,7,7,9,9,7,7,10,9,10,9,8,9,10,10,10,10,2.1369949083952284,0.5008309676410003,0.8367346938775516,0.5648000000000003
9,9,7,6,1,1,3,1,6,7,7,7,6,5,6,4,6,6,6,6,6,6,5,6,5,6,5,6,5,6,6,6,7,6,7,7,6,7,7,8,9,10,9,7,8,10,9,10,10,10,2.3584857585100916,0.5613015930750163,0.9387755102040823,0.5160000000000002
10,9,7,6,5,6,4,6,7,7,6,7,6,5,6,7,6,6,6,6,6,6,6,5,6,7,6,4,5,9,6,6,6,6,7,9,9,8,9,8,9,10,10,8,8,9,10,9,10,10,2.5740642327738716,0.6352065622291595,0.9387755102040823,0.4712000000000002
10,9,7,7,1,1,4,6,6,6,6,6,4,5,4,6,6,5,4,5,2,1,6,2,5,6,4,6,6,4,6,5,6,9,7,7,6,6,6,7,9,9,10,9,8,9,9,10,10,10,2.2911156947455926,0.5400931948994497,0.8571428571428578,0.5424000000000002
10,9,0,1,3,2,2,1,1,5,7,6,6,4,5,5,6,6,6,4,5,5,5,5,5,7,4,3,5,4,6,6,6,5,7,7,6,6,7,7,10,9,9,9,8,9,10,10,10,10,2.087462973815347,0.4841448916617821,0.8367346938775516,0.5800000000000002
10,9,0,6,0,1,0,6,6,5,5,6,6,5,5,7,6,6,5,5,5,6,6,5,6,6,7,7,6,7,6,6,6,6,6,7,9,8,7,10,10,10,10,9,8,9,9,10,10,10,2.2698712299760384,0.5428018274074408,0.8775510204081638,0.5336000000000002
10,9,7,6,6,1,4,6,7,6,7,6,6,4,6,6,7,7,6,5,6,5,6,6,6,5,6,6,6,5,4,6,6,6,7,7,9,9,7,9,10,9,10,9,8,9,10,9,10,10,2.5061755390650675,0.6086489705055602,0.9591836734693885,0.4856000000000001
10,9,1,0,0,1,3,6,6,6,7,6,6,5,5,6,6,6,6,5,6,4,6,5,6,6,7,7,6,7,6,6,6,6,6,9,9,9,7,9,10,10,10,9,8,9,10,10,10,10,2.2827149746530955,0.5441196799813541,0.9387755102040823,0.5256000000000003
10,6,0,0,0,1,3,0,0,0,1,0,1,2,2,2,1,7,3,2,2,5,2,4,7,6,3,6,5,2,6,7,6,5,6,6,4,5,4,6,6,6,10,8,9,9,10,10,10,10,1.6096585199130384,0.3318366697676591,0.6938775510204087,0.6704000000000003
10,9,0,0,0,1,3,1,0,0,3,7,2,1,1,2,1,4,2,2,2,7,5,2,5,3,3,6,7,5,5,4,5,6,7,0,6,5,4,5,6,5,9,9,8,9,10,10,10,10,1.7013205689987556,0.3522372494468988,0.6734693877551023,0.6600000000000003
10,9,1,0,1,1,0,1,1,0,3,7,6,2,1,5,6,3,5,5,5,5,5,5,5,4,4,6,6,4,0,5,6,6,7,7,6,6,4,4,9,9,9,9,9,9,9,9,10,10,1.870309431735879,0.41011699363515175,0.7959183673469393,0.6240000000000002
9,7,0,0,0,1,0,0,1,0,1,1,3,2,2,2,1,2,2,1,5,5,5,5,4,4,3,6,6,5,5,5,6,4,6,7,5,6,6,6,6,6,10,7,7,9,9,10,9,10,1.5906381616200769,0.3244268130238094,0.8775510204081638,0.6704000000000003
10,9,0,0,0,0,0,1,3,1,7,1,1,3,6,6,5,4,6,6,6,5,6,4,5,10,4,5,6,7,6,5,7,6,7,7,10,9,7,9,8,9,10,9,8,9,9,10,10,10,1.9863164923698875,0.4507792365000172,0.8367346938775516,0.5816000000000002
10,6,0,0,0,1,0,1,0,1,3,1,1,0,1,2,1,3,1,1,6,1,5,5,4,5,4,6,6,4,5,6,6,5,6,5,5,7,6,7,6,5,10,8,8,9,9,10,10,10,1.5668833890706546,0.3211286201606549,0.8367346938775516,0.6728000000000003
10,9,7,6,6,1,3,6,6,6,4,6,6,7,6,4,6,6,5,6,5,5,6,6,5,5,4,6,6,7,6,6,6,7,7,7,9,8,7,7,9,9,10,9,8,9,10,10,10,10,2.4433069480987784,0.5897157292512443,0.9591836734693885,0.5016000000000003
10,10,7,7,0,6,1,1,6,6,5,4,6,7,6,4,1,6,3,5,5,5,6,4,5,1,4,6,6,4,6,6,6,6,6,6,6,6,7,9,9,10,9,9,8,9,9,10,10,10,2.2563537998930454,0.5304386256695036,0.7755102040816333,0.5520000000000003
10,9,7,6,7,6,5,6,6,7,7,7,6,5,8,7,7,6,6,5,6,7,6,5,10,7,7,6,6,5,6,7,9,9,7,8,9,9,8,9,10,10,10,8,9,9,10,10,10,10,2.6670131264811943,0.6700215074636336,0.9183673469387762,0.44000000000000017
10,9,0,1,0,1,2,1,1,2,1,1,0,5,6,7,6,7,6,1,1,5,6,5,5,5,5,5,6,6,6,6,6,5,6,9,5,6,6,6,7,9,9,8,7,8,9,10,10,10,1.8917276216472498,0.4146815539913951,0.8775510204081638,0.6120000000000002
