0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10-p avg_pollution,10-p utility,10-p inertia,10-p reliability
7,1,0,2,1,0,0,4,6,9,10,9,5,7,9,6,6,6,6,6,5,9,1,0,1,0,5,1,1,3,1,2,3,1,1,0,2,1,2,0,2,2,0,1,0,1,0,2,2,5,0.1762867508516574,0.22969574688298353,0.6530612244897963,0.168
10,4,0,0,0,5,8,9,9,10,10,10,9,6,6,9,7,7,6,6,5,6,9,6,4,7,1,4,5,2,3,7,3,2,2,1,2,2,2,0,6,1,1,0,0,1,3,2,2,3,0.23037283262098274,0.33617675527688184,0.6530612244897963,0.11600000000000002
7,0,0,0,0,1,1,6,9,10,9,9,10,5,7,9,7,6,6,1,5,7,1,3,3,3,1,1,1,2,3,3,3,1,1,0,2,3,0,0,2,2,0,1,3,1,7,2,1,5,0.18588812400190557,0.24140302376628117,0.6734693877551025,0.15600000000000003
9,5,0,0,5,10,10,10,9,9,10,10,10,7,9,6,6,6,6,7,6,5,2,9,6,0,6,7,6,2,7,1,0,6,6,2,2,2,1,1,3,3,0,1,0,1,0,2,4,5,0.24555188376646403,0.3735594020872608,0.612244897959184,0.10800000000000001
1,1,0,0,0,1,0,4,2,3,5,10,9,7,7,6,6,7,2,4,5,5,6,4,0,3,1,1,3,2,3,7,6,0,1,2,0,2,1,2,1,1,0,0,2,1,2,2,0,5,0.16844045057835016,0.17459150709205268,0.6938775510204086,0.196
10,1,0,1,0,1,0,0,5,10,10,9,4,7,9,9,5,6,5,4,6,5,10,2,0,2,6,6,1,1,5,5,4,2,2,5,1,2,2,2,0,1,0,1,0,2,2,4,2,6,0.19010714973961562,0.2446026499740973,0.5714285714285717,0.168
7,0,0,0,0,0,0,6,4,10,10,10,6,7,9,9,7,6,6,4,5,3,1,7,5,1,1,4,2,2,3,7,3,2,2,1,2,3,1,0,1,1,1,0,1,2,0,2,2,2,0.1866576462739389,0.23430080939844294,0.7142857142857147,0.168
9,5,0,1,2,1,10,9,9,9,9,10,9,7,6,6,7,6,6,6,5,4,6,7,5,0,2,3,6,5,3,2,3,1,1,1,2,2,2,3,1,1,0,1,1,1,3,3,0,4,0.21167479077877102,0.3210472960968203,0.7959183673469393,0.11600000000000002
8,4,0,1,0,1,1,9,9,9,9,10,10,7,7,6,6,7,5,6,2,7,5,4,3,4,6,2,2,2,4,4,2,2,1,1,2,3,1,0,0,1,0,1,0,2,3,2,6,3,0.19776719249057287,0.28161671246189723,0.7142857142857147,0.14800000000000002
6,7,0,1,0,1,7,9,10,9,10,6,6,7,6,6,6,6,5,1,2,1,1,0,1,1,1,2,1,2,1,5,0,1,0,0,1,3,1,0,1,1,0,1,0,1,1,2,2,3,0.17165292964064563,0.25562536333149233,0.8775510204081639,0.12800000000000003
6,1,0,0,0,0,0,1,0,0,0,6,1,7,6,6,0,1,6,5,2,3,1,2,3,5,2,2,1,3,2,0,7,1,0,1,1,3,1,1,0,1,0,0,0,1,1,2,3,1,0.12789489667096035,0.1168367532280146,0.755102040816327,0.224
1,0,0,0,1,1,10,9,9,9,9,10,9,4,6,6,6,7,6,6,6,1,1,0,1,1,2,2,1,1,4,3,0,1,2,1,2,1,2,1,1,0,0,1,0,1,1,2,2,2,0.1767441824876072,0.23534933660612853,0.89795918367347,0.14800000000000002
6,5,1,1,3,4,6,10,9,9,10,9,10,4,6,5,7,5,5,6,7,4,5,5,6,1,2,1,0,1,2,1,2,3,1,3,1,2,2,0,1,0,0,1,3,1,2,1,2,6,0.19616797682623782,0.3015093433169407,0.8163265306122455,0.11600000000000002
6,5,0,1,0,1,0,0,10,9,6,6,7,4,5,6,6,5,6,4,1,1,1,2,2,4,0,0,1,1,0,2,0,0,0,1,1,2,2,1,0,1,0,1,0,1,0,1,1,0,0.14972905909418974,0.1947681641718339,0.8163265306122455,0.168
6,1,0,0,1,1,1,1,5,5,5,6,4,5,6,6,6,6,6,2,2,3,3,2,2,3,1,1,1,2,3,2,3,1,2,1,2,0,1,1,1,0,2,1,0,0,1,2,3,1,0.14829214042505093,0.17006891764135823,0.89795918367347,0.17600000000000002
7,1,0,0,0,1,5,9,10,10,10,10,9,6,7,9,7,6,6,6,6,0,3,4,3,3,1,2,1,2,3,2,2,1,0,1,3,1,1,3,2,1,0,1,3,1,0,2,2,0,0.19684902180521507,0.270582469534206,0.8367346938775516,0.14800000000000002
3,1,0,0,1,1,1,1,0,0,1,5,7,3,2,2,1,1,6,5,2,3,2,2,2,3,1,0,0,3,3,3,0,2,2,1,2,2,2,1,0,0,0,1,0,1,0,2,2,1,0.11493250792835923,0.10263285950379136,0.8163265306122455,0.22799999999999998
5,6,0,0,1,0,1,1,0,6,5,5,6,6,5,6,6,2,5,2,1,3,3,1,1,0,0,1,1,3,2,2,2,1,1,1,1,2,1,1,1,1,0,1,1,1,1,2,2,1,0.1381628064858046,0.16136147516898042,0.89795918367347,0.16400000000000003
6,4,0,1,9,9,9,10,9,9,9,10,9,5,6,6,5,6,6,4,6,6,6,1,1,3,1,1,3,2,1,3,1,2,1,0,1,3,2,1,1,1,0,0,1,1,0,5,5,1,0.20845242767656183,0.33005284802250257,0.8775510204081639,0.1
9,5,0,0,0,3,8,9,9,10,10,10,9,9,9,6,6,6,6,6,6,5,6,7,6,1,1,1,6,2,4,2,0,1,1,1,1,2,2,3,1,3,0,1,2,0,0,2,7,5,0.22148834866760037,0.3227132194136987,0.6734693877551025,0.12800000000000003
0,1,0,1,0,0,0,0,0,1,6,9,7,6,1,6,6,7,6,5,2,2,1,2,0,0,1,2,2,2,1,2,1,0,1,1,1,2,2,1,1,1,0,1,0,1,0,1,2,6,0.13414130593361925,0.12174174051865184,0.8571428571428578,0.208
6,1,1,1,0,0,0,0,2,4,6,6,5,6,1,1,3,2,3,2,2,3,2,3,3,1,1,1,1,2,3,1,2,1,1,1,0,1,2,1,0,0,0,0,3,2,1,0,1,2,0.12213155930765976,0.1307724528907782,0.89795918367347,0.196
6,2,0,1,0,1,1,0,2,9,9,6,6,4,5,5,6,5,5,5,2,1,6,5,4,3,1,1,1,1,0,2,0,0,1,3,1,2,2,1,1,0,0,1,3,2,1,1,2,3,0.15844402646304714,0.18377708038797527,0.8163265306122455,0.17600000000000002
9,2,0,6,3,6,9,10,10,9,8,10,10,7,9,9,5,6,9,7,5,5,6,9,6,7,6,4,7,6,7,6,6,6,6,3,2,2,3,1,6,2,3,1,0,1,0,2,4,5,0.26871797615199083,0.3835676852801385,0.612244897959184,0.10800000000000001
7,4,1,2,1,0,3,9,5,9,9,10,10,7,7,9,7,6,6,9,5,6,6,7,7,7,6,3,4,6,5,2,1,1,0,1,2,1,2,0,1,2,0,7,0,0,1,2,5,1,0.2241260490367421,0.3038892894323209,0.6530612244897963,0.136
7,7,0,0,0,1,2,9,9,10,10,9,10,7,7,9,4,6,6,4,5,1,0,0,3,3,2,1,1,1,3,0,2,1,0,0,1,3,2,0,2,2,0,1,1,1,7,2,1,5,0.18501980652064096,0.27050903756453704,0.7142857142857147,0.136
3,1,0,0,0,1,0,0,1,1,9,10,6,6,5,6,7,6,6,6,1,0,6,6,1,3,2,1,3,5,3,7,2,1,1,2,6,2,1,0,6,1,0,1,0,4,1,2,6,2,0.1707253473666915,0.16905753741867965,0.6530612244897963,0.208
8,7,0,0,0,1,9,9,7,6,7,6,6,6,1,1,0,1,3,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,0,0,0,1,0,1,1,3,0,0.14815694968338597,0.21459187317295472,0.9183673469387762,0.11600000000000002
6,0,0,0,1,0,1,0,0,8,10,9,7,7,7,7,6,6,2,2,1,1,7,1,3,0,1,2,5,0,3,2,5,1,1,1,1,2,0,1,2,1,0,1,1,1,0,2,1,5,0.15931433332151054,0.1803912819837726,0.6938775510204086,0.188
6,2,1,1,1,1,0,1,5,7,4,9,9,7,6,6,7,6,6,4,6,3,2,3,2,2,1,0,1,3,3,2,3,1,1,1,1,2,1,2,0,1,0,1,0,1,3,2,2,6,0.1683197892624565,0.2064757289830893,0.8367346938775516,0.168
8,0,0,0,0,1,6,1,8,9,10,9,10,5,6,6,6,6,7,8,5,0,2,2,3,3,1,1,1,2,3,2,3,1,0,0,3,0,0,0,1,1,0,1,3,1,0,2,2,2,0.17525802700132465,0.23475659733087198,0.7755102040816332,0.15600000000000003
5,0,0,0,1,0,0,0,1,1,1,5,4,7,2,2,2,3,1,3,1,0,1,1,1,0,1,1,1,3,2,3,1,1,1,1,1,3,1,1,0,0,0,1,2,1,2,2,2,6,0.11125217110184257,0.09293153064413637,0.89795918367347,0.224
8,8,0,0,0,5,5,9,10,9,10,9,10,6,7,9,7,6,5,6,5,4,6,6,3,3,5,2,1,2,1,2,3,1,1,1,3,3,0,0,1,1,0,1,3,1,0,2,6,2,0.2055538877340809,0.31909976180302874,0.7755102040816332,0.11600000000000002
6,6,0,1,1,1,1,1,0,7,6,6,7,6,6,6,6,2,2,1,2,3,1,2,2,1,1,1,1,1,0,0,2,1,0,1,1,2,1,1,1,1,0,1,3,1,0,1,3,1,0.1413888168861204,0.17520117111175623,0.9183673469387762,0.14400000000000002
9,1,0,0,1,0,1,0,1,2,6,10,8,2,7,6,7,7,5,2,1,2,0,1,1,3,2,1,2,1,3,3,3,1,1,1,1,1,2,0,0,0,0,1,2,0,1,2,1,7,0.14810841228117175,0.17017038983836624,0.755102040816327,0.18400000000000002
9,1,0,0,1,0,0,4,1,0,6,9,5,5,6,6,7,1,5,4,1,2,3,1,1,2,2,1,2,3,2,3,1,1,1,0,1,1,1,1,0,0,0,1,3,1,0,3,2,0,0.13847991707828727,0.16449011059690788,0.7755102040816332,0.18400000000000002
6,6,6,5,4,5,9,9,9,5,5,6,5,7,6,6,6,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,2,1,1,0.16802906255937733,0.2807107122367652,0.9183673469387762,0.07600000000000001
9,0,0,0,0,6,1,10,10,10,8,10,10,6,9,9,6,4,6,1,6,1,6,6,6,4,6,2,3,7,3,0,3,4,6,0,2,2,0,1,1,5,4,1,0,1,1,1,2,5,0.21065939635558323,0.29267298406008513,0.5102040816326533,0.136
9,5,1,1,1,10,9,9,9,9,10,9,9,4,6,6,7,6,6,6,2,2,2,1,2,3,0,1,2,1,3,1,0,0,1,1,1,2,1,1,0,0,0,1,0,1,1,3,3,1,0.18901000706443669,0.31277769485058926,0.8775510204081639,0.10800000000000001
9,10,0,1,10,10,9,9,9,9,4,10,9,4,6,7,0,6,6,7,6,5,6,6,1,1,1,1,2,2,2,0,1,1,1,0,1,2,0,1,1,1,0,0,1,1,0,0,2,1,0.19884635032328174,0.3512106221063626,0.7755102040816332,0.08800000000000001
6,5,0,1,2,4,9,10,10,10,8,10,10,8,9,6,5,6,10,8,6,5,6,6,6,4,6,2,0,2,3,1,6,0,1,6,4,2,1,6,1,2,3,1,2,1,3,2,5,6,0.23914203477815807,0.3404391784468274,0.5918367346938779,0.12800000000000003
10,0,1,1,1,1,7,7,7,7,10,9,7,6,6,6,6,7,6,5,1,0,0,3,1,0,1,0,0,0,0,1,2,1,1,0,1,1,1,1,0,1,0,1,0,1,3,1,2,3,0.165904168576604,0.2424580324859878,0.89795918367347,0.12800000000000003
5,5,1,1,1,1,10,10,10,9,10,10,10,7,7,9,6,6,5,4,5,6,4,4,6,4,1,4,4,2,4,4,5,1,2,4,4,2,2,3,1,2,1,1,1,2,1,2,3,5,0.2260677842672558,0.31945778392913615,0.755102040816327,0.12800000000000003
10,0,2,4,6,6,7,8,7,6,10,10,7,6,5,7,6,6,7,7,1,0,1,2,1,0,1,3,1,1,2,1,2,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,2,2,0.1777255828400961,0.29290627808615777,0.8571428571428578,0.09600000000000002
6,1,0,0,1,0,1,5,7,9,5,6,6,6,7,6,5,6,6,1,2,1,1,1,1,3,6,1,1,1,3,1,0,1,1,1,1,1,2,1,0,1,0,1,2,1,1,2,1,1,0.1576450058935275,0.19033734905234986,0.8571428571428578,0.168
1,0,0,0,0,1,1,0,1,0,1,3,5,6,1,9,6,7,5,1,1,1,0,1,2,0,6,1,0,1,3,3,0,6,2,1,2,2,3,1,1,1,3,1,0,1,2,2,2,2,0.12987713923498548,0.10202196233757395,0.755102040816327,0.236
6,0,1,1,0,0,1,3,1,4,5,6,5,4,3,1,2,2,2,1,2,1,1,2,1,1,1,0,0,1,2,1,1,0,1,0,1,1,2,2,1,1,0,0,0,1,1,2,3,1,0.11197980511061317,0.12053825220758468,0.9591836734693885,0.17600000000000002
6,4,0,0,0,1,1,0,0,3,6,6,5,6,7,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,2,3,1,0.10464946022945075,0.12002436927226295,0.9183673469387762,0.196
9,4,0,1,4,10,10,9,10,9,10,10,10,7,9,9,7,6,9,7,5,10,6,5,6,7,6,4,7,6,7,6,7,1,6,3,1,1,3,1,6,2,2,1,1,1,0,1,0,5,0.27605229278620813,0.3944221563432505,0.6734693877551025,0.1
10,2,1,0,0,1,4,6,7,6,6,5,5,6,6,1,2,2,3,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,2,1,1,1,1,1,0,0,0,0,1,1,2,1,1,0.13029738636263577,0.18146296261699826,0.9387755102040823,0.136
9,7,7,6,7,7,6,4,3,4,9,9,7,7,6,5,1,2,2,0,1,1,1,0,1,3,1,1,1,1,1,0,0,0,1,0,1,2,1,1,1,0,0,0,0,1,0,1,3,1,0.1635348652441687,0.287071688682569,0.9387755102040823,0.068
10,0,0,1,1,0,0,0,6,6,6,5,5,7,7,6,6,7,6,2,1,1,1,2,2,0,2,1,1,1,0,1,3,1,1,1,1,1,1,1,1,1,0,1,0,1,2,2,2,6,0.148167737205779,0.18134944830510943,0.8571428571428578,0.168
6,1,0,0,0,1,0,6,10,10,10,5,7,7,10,7,6,4,1,6,5,6,2,6,2,1,2,2,1,1,1,5,1,0,6,1,2,2,2,5,1,1,0,0,0,1,1,2,2,2,0.17943808440510484,0.23145747794538146,0.6326530612244902,0.168
7,5,7,0,10,10,10,10,10,9,10,9,10,7,7,9,7,6,6,6,6,5,6,7,7,5,9,4,7,6,4,7,5,6,2,2,1,1,1,1,5,2,0,7,1,1,2,3,5,2,0.276749334963573,0.4208681425641611,0.612244897959184,0.08800000000000001
9,0,0,0,1,1,0,0,10,9,6,6,4,5,6,1,0,1,1,2,2,3,2,3,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,2,1,1,2,2,5,0.12849709287745073,0.16041439671196453,0.8775510204081639,0.168
2,1,0,0,0,0,2,0,0,0,5,10,6,7,4,6,6,6,6,3,3,6,1,2,3,3,1,2,1,0,2,3,3,1,2,1,2,1,2,1,1,1,1,0,1,1,2,2,0,1,0.1490127162804237,0.1412220672755554,0.7755102040816332,0.208
9,4,0,0,0,1,0,1,6,9,8,9,10,6,6,7,6,6,6,6,1,0,7,0,3,1,1,2,1,2,0,0,0,1,6,0,1,2,3,1,1,0,0,0,0,1,1,2,2,1,0.1685631300712291,0.2246953810327506,0.755102040816327,0.15600000000000003
9,1,1,1,0,7,4,5,9,7,9,9,7,6,5,6,6,1,1,1,1,3,3,1,6,0,1,0,1,0,0,1,0,0,0,1,1,2,1,0,1,0,0,1,0,1,0,1,2,3,0.15802042766070154,0.23266655013495904,0.8571428571428578,0.12800000000000003
9,4,0,5,1,9,10,9,10,10,10,10,10,7,9,6,7,6,9,6,6,10,6,5,4,0,6,5,6,6,4,7,7,1,6,3,0,3,3,1,1,2,2,0,1,1,0,0,2,2,0.25588552071805026,0.3833400676468124,0.5714285714285717,0.10800000000000001
10,6,7,7,9,9,10,9,9,10,9,10,5,6,5,6,6,6,6,5,6,6,7,6,4,0,1,1,2,1,3,2,2,1,1,3,2,2,2,3,1,1,0,1,1,1,0,1,2,2,0.22967837413286332,0.401424378844724,0.9387755102040823,0.06
9,1,0,0,0,0,0,0,0,6,6,10,5,6,6,5,1,5,6,1,1,1,1,1,3,3,1,0,1,0,0,0,0,1,2,3,1,1,1,0,1,0,0,1,0,0,1,1,2,1,0.12979364620616918,0.15234114375347485,0.8571428571428578,0.196
9,6,0,0,1,9,1,9,9,10,10,10,5,7,6,7,7,6,9,6,5,2,1,6,2,1,6,5,1,7,4,0,1,1,6,3,0,3,0,1,1,1,0,1,0,1,0,0,2,1,0.19845096811609791,0.3107080883135997,0.5306122448979594,0.11600000000000002
6,5,0,0,0,0,0,0,5,7,9,5,5,7,6,7,7,1,3,2,2,1,0,1,0,0,1,1,1,2,3,1,1,1,0,1,1,2,2,0,0,0,0,0,0,1,1,2,1,0,0.13633059662988697,0.16959371979139168,0.8571428571428578,0.17600000000000002
6,1,1,1,0,1,5,6,5,6,5,6,6,7,6,2,1,1,2,1,0,1,1,2,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0.13081905758547038,0.16692576253460117,0.9387755102040823,0.14800000000000002
7,1,0,1,1,0,0,0,0,7,6,5,6,4,6,1,2,2,3,4,2,1,1,1,1,1,1,2,1,1,0,1,3,1,0,1,1,2,1,1,0,0,0,1,0,1,1,1,1,2,0.12193032762053853,0.13365389198328115,0.9183673469387762,0.188
9,5,0,0,4,2,7,10,10,10,10,10,10,6,7,9,4,6,6,7,2,9,6,6,4,3,1,2,6,5,3,1,4,1,1,1,7,2,1,1,0,1,0,1,0,1,1,5,5,3,0.2220905021344205,0.33306103421243516,0.612244897959184,0.11600000000000002
9,9,7,5,10,9,9,9,9,10,10,9,9,7,6,6,6,6,6,7,6,5,6,7,5,7,2,3,2,1,3,3,2,1,1,1,1,2,1,1,1,1,0,1,0,0,1,2,2,6,0.24532822533133644,0.421639552899291,0.8775510204081639,0.068
9,0,0,0,0,0,1,3,8,6,7,6,5,6,6,1,3,2,1,1,0,2,1,1,1,3,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,2,1,0.12479609349333179,0.15621421641326286,0.89795918367347,0.168
10,1,0,1,1,4,6,9,9,9,10,10,5,7,6,5,6,6,7,0,0,1,1,4,1,0,1,1,1,1,3,2,1,0,1,1,1,0,1,1,1,3,3,1,0,1,0,1,2,2,0.17461026258740409,0.2613105740765089,0.8367346938775516,0.12800000000000003
1,6,7,6,7,6,5,4,6,7,7,6,5,4,2,1,0,1,1,1,2,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,3,3,1,0.14268756450398426,0.22387313390460167,0.9591836734693885,0.08800000000000001
8,7,9,10,10,9,10,9,10,9,10,10,10,7,9,6,7,6,5,6,6,6,6,6,7,7,2,6,5,5,5,5,6,1,2,2,1,2,2,7,1,2,0,1,1,2,3,1,3,2,0.7983327561449096,0.4597235656699804,0.8367346938775516,0.06
9,1,3,1,2,9,6,9,9,8,10,10,9,7,6,4,6,6,4,7,3,2,1,3,1,0,1,0,1,2,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,3,2,0.1799246096107965,0.29297404573237557,0.8367346938775516,0.10800000000000001
9,6,3,4,5,8,9,9,10,9,5,5,4,5,6,6,6,6,1,0,1,0,1,1,1,2,1,0,1,1,0,1,0,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,3,2,0.16774610701364423,0.2931879221861091,0.8775510204081639,0.08800000000000001
9,7,1,3,1,5,6,5,6,5,5,6,6,6,6,1,0,1,1,0,1,2,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,2,0.133940855987147,0.21424330516312332,0.9387755102040823,0.08800000000000001
9,10,1,0,0,6,6,4,4,6,5,6,6,7,1,1,2,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,2,1,2,1,0,0,1,0,1,0,1,1,1,0.1358102957819399,0.20659004034312584,0.9387755102040823,0.09600000000000002
6,6,7,7,8,7,0,1,0,1,6,5,6,1,0,0,1,1,1,2,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,2,0.11894514502689732,0.19423438175787272,0.9387755102040823,0.068
9,1,0,0,1,1,0,1,0,4,6,5,6,4,6,1,1,2,2,3,1,1,1,1,1,2,1,0,1,1,0,1,0,1,2,1,1,3,2,1,1,0,0,1,0,1,1,2,1,1,0.11417989708215187,0.13211364541806667,0.9387755102040823,0.17600000000000002
7,1,0,0,0,0,1,0,1,1,7,6,6,5,7,6,6,6,5,6,6,0,1,2,7,3,1,1,0,0,1,0,1,1,1,0,0,3,3,1,3,1,0,1,0,1,1,3,3,6,0.14965094857388841,0.16025183272343793,0.8367346938775516,0.18400000000000002
6,6,0,1,1,2,2,6,7,6,6,5,5,3,1,0,1,1,3,3,1,3,1,2,1,0,1,0,0,1,3,1,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0.12128607552058351,0.17091900471012259,0.9387755102040823,0.136
7,0,0,0,0,0,0,0,1,1,4,6,9,7,3,4,7,6,5,1,5,1,0,3,1,2,1,2,1,1,0,1,1,1,0,0,1,2,1,1,1,0,0,0,1,1,1,3,2,1,0.129342692123445,0.13594939752001176,0.8163265306122455,0.216
1,1,0,0,1,0,1,0,1,0,0,6,5,5,6,5,5,6,2,6,1,0,1,0,2,3,1,0,1,0,3,0,0,0,1,0,1,3,3,1,0,0,0,1,0,1,1,1,2,1,0.11727218346621222,0.09952072705130392,0.8571428571428578,0.236
9,10,1,1,10,9,10,9,9,9,9,4,6,6,6,5,7,6,6,6,6,6,6,1,3,1,2,2,1,2,0,0,3,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,2,0,0.1967100464427546,0.3551997453735261,0.8367346938775516,0.08
10,1,1,1,1,0,1,6,1,9,5,10,10,6,6,6,6,4,1,7,6,0,1,0,3,3,1,1,2,1,0,1,0,0,1,1,1,2,1,1,1,0,0,1,0,2,0,1,2,2,0.15991967650279232,0.21315223853669474,0.7346938775510209,0.15600000000000003
9,2,0,1,1,0,0,1,7,7,5,10,6,7,6,1,1,2,1,2,1,1,1,1,1,2,1,0,1,5,0,1,0,1,3,2,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0.12984204239496824,0.17068307761117713,0.8163265306122455,0.15600000000000003
9,9,0,1,10,9,9,9,9,9,10,5,7,7,5,5,6,6,6,6,6,5,6,6,5,2,1,2,0,3,2,4,6,1,0,1,1,2,2,1,1,1,0,0,0,1,0,0,1,1,0.20648007752933645,0.36022992815929283,0.7959183673469393,0.08800000000000001
9,1,0,1,6,7,7,6,6,6,4,6,5,6,6,6,1,1,1,1,2,1,0,0,0,0,1,0,1,2,1,1,3,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,3,3,0.14456977092544596,0.2167759465955919,0.9387755102040823,0.10800000000000001
7,2,0,0,0,1,1,1,10,10,6,10,7,6,7,6,6,6,6,5,2,3,0,2,1,0,1,0,1,1,0,0,2,1,0,0,2,0,1,0,1,1,0,1,0,0,1,2,3,3,0.15875625231932045,0.20769763619518955,0.755102040816327,0.168
7,2,0,0,0,1,1,1,10,6,5,6,4,5,7,6,6,6,7,2,2,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,2,1,1,0.1374914034113609,0.1745872243404725,0.8571428571428578,0.168
9,1,0,0,0,0,1,0,2,6,2,7,5,7,1,6,3,1,1,1,3,2,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,2,0.10961210960550993,0.1302186234231613,0.7959183673469393,0.18400000000000002
8,6,6,1,10,10,10,10,10,9,10,9,10,7,6,9,7,6,6,6,6,6,6,6,7,6,10,5,6,5,4,6,5,6,2,2,1,2,1,1,2,3,0,7,1,1,2,2,3,2,0.2752466147869103,0.42658673750678616,0.7755102040816332,0.08
9,5,0,1,8,8,9,9,9,9,7,5,6,7,6,1,1,1,2,1,3,2,1,3,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,2,1,0.16258632562408692,0.2730834904062092,0.89795918367347,0.08800000000000001
