0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,avg avg_pollution,avg utility,avg inertia,avg reliability
9,9,10,6,7,7,7,6,5,4,6,7,6,6,4,5,6,7,7,7,7,6,5,6,6,5,6,7,8,7,8,7,5,9,7,6,6,7,9,7,9,10,10,10,9,8,9,10,10,10,2.6296630551816698,0.6508306955985543,0.9387755102040823,0.4600000000000002
10,7,1,1,1,0,0,1,1,3,0,7,7,4,3,5,5,6,6,7,6,6,5,6,5,4,0,7,6,6,4,4,3,1,6,5,6,7,9,9,6,9,10,10,10,8,9,10,10,10,1.9244712376422748,0.4304182749888482,0.7551020408163269,0.6104000000000002
9,4,0,0,0,0,0,1,0,1,2,1,1,3,3,3,1,3,2,3,2,0,1,1,3,4,3,2,7,7,6,4,5,5,6,6,6,6,7,6,6,4,10,10,9,8,9,10,10,10,1.477296342851183,0.29483440621732243,0.8979591836734702,0.6888000000000002
10,7,0,1,0,0,0,0,0,1,1,3,3,2,1,2,2,1,0,0,1,1,2,2,2,3,2,1,1,6,5,2,5,5,5,5,6,6,7,8,6,7,9,10,9,8,10,9,10,10,1.430027973555164,0.2819755977413715,0.8571428571428578,0.7000000000000003
10,9,2,1,0,0,1,1,6,5,6,6,6,4,4,5,2,2,6,5,6,3,5,6,7,7,0,1,7,6,4,6,4,5,6,4,6,7,6,6,9,5,10,9,10,8,9,10,10,10,2.002919953515753,0.45106629425005734,0.7551020408163269,0.6032000000000002
10,9,1,1,0,0,1,2,3,2,1,1,1,7,0,0,1,3,0,4,1,1,0,1,5,6,1,1,7,6,6,2,5,6,6,5,6,5,6,7,7,9,5,10,10,8,9,10,10,10,1.6203237208997945,0.331174767341445,0.7142857142857147,0.6704000000000003
10,8,2,1,1,0,7,1,2,6,6,7,6,4,3,4,5,5,6,4,6,5,6,6,7,4,1,1,8,7,6,6,7,6,7,7,6,6,6,8,9,10,10,10,10,8,9,10,10,10,2.113398198503021,0.493674984358601,0.7959183673469393,0.5712000000000003
9,8,6,6,6,7,6,5,5,4,6,4,6,5,4,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,5,6,7,7,7,7,9,8,9,10,10,10,9,7,9,10,10,9,2.4799084762078527,0.601090865440995,0.9795918367346946,0.4944000000000002
10,7,6,6,7,7,7,4,5,6,7,4,6,5,5,5,4,6,5,6,6,4,4,6,4,9,7,6,9,7,7,7,6,6,7,7,7,7,9,8,9,10,10,10,9,7,10,10,10,10,2.4956814252851744,0.6111530199391548,0.8775510204081638,0.49360000000000015
9,8,9,6,6,7,6,5,5,4,6,4,6,5,4,5,6,6,6,6,6,6,6,6,6,6,6,7,7,8,7,6,5,6,7,7,7,7,9,8,9,10,10,10,9,7,9,10,10,9,2.52907511444565,0.6141785636128767,0.9795918367346946,0.48320000000000024
10,9,0,1,0,7,6,6,6,5,6,6,6,6,7,4,6,6,5,6,6,6,7,6,6,6,7,6,7,9,6,7,6,5,6,6,6,6,9,9,8,9,10,10,10,9,9,10,10,10,2.363838258308536,0.5708611082062178,0.8979591836734702,0.5152000000000002
9,7,0,1,0,0,0,0,2,1,2,1,0,0,3,3,2,1,2,1,3,1,2,2,3,1,1,1,6,4,7,6,5,6,5,6,5,6,6,6,6,6,10,9,9,7,9,9,10,10,1.4686576066123402,0.2903897879546741,0.8775510204081638,0.6904000000000002
10,1,0,1,0,1,0,0,0,1,1,0,1,1,2,3,1,1,2,1,1,6,3,1,2,2,3,2,2,6,3,4,5,5,5,6,6,6,7,6,6,6,6,9,9,8,9,9,10,10,1.3609053210483808,0.2608591161390344,0.8775510204081638,0.7128000000000003
10,6,0,1,0,0,1,1,1,1,3,1,1,2,3,1,1,1,3,3,1,0,0,1,1,2,6,1,1,1,6,5,5,5,6,5,6,6,7,6,6,6,6,10,9,8,9,9,10,10,1.4535072670274929,0.2832379799145329,0.8775510204081638,0.7008000000000003
10,9,9,7,7,6,6,6,5,5,6,7,6,7,7,6,6,7,6,6,6,5,6,7,7,6,7,6,9,9,7,7,6,9,7,7,9,7,9,8,9,10,10,10,9,8,9,10,10,10,2.682413927359022,0.671501285629587,0.9591836734693885,0.4432000000000002
10,7,2,0,1,3,1,5,1,5,0,6,6,4,4,4,6,2,6,6,5,6,4,5,6,1,1,6,7,7,7,6,4,5,6,7,7,7,6,7,6,9,9,10,9,8,9,10,10,10,1.9953745662729074,0.45174915940649996,0.7346938775510209,0.6000000000000001
9,9,0,7,1,4,6,7,4,4,6,6,6,4,4,4,6,4,6,6,7,6,7,6,6,6,7,6,7,6,7,6,6,5,6,7,7,7,9,8,9,10,10,10,9,8,9,10,10,10,2.353651423999301,0.5624158252261665,0.8979591836734702,0.5200000000000002
10,9,7,1,0,7,1,6,6,4,6,4,5,6,4,5,6,5,6,6,6,6,7,6,5,6,7,7,7,6,6,6,6,6,6,6,6,6,9,9,9,10,10,10,10,7,9,10,10,10,2.3314281633330878,0.5614309829911555,0.8775510204081638,0.5232000000000002
9,9,4,1,1,6,0,6,2,2,6,7,6,3,7,6,1,6,3,4,5,5,4,6,5,6,6,4,6,7,4,4,5,6,6,7,6,6,9,9,9,10,10,10,9,8,10,10,10,10,2.1370551353824707,0.5000458711611211,0.6938775510204087,0.5704000000000002
10,9,2,1,0,0,1,7,6,5,6,7,6,5,4,5,6,5,6,0,6,7,6,6,5,6,1,6,6,6,7,7,6,5,6,6,6,7,9,7,9,10,10,9,9,9,10,10,10,10,2.192899423200848,0.511246785121841,0.8775510204081638,0.5536000000000001
10,9,8,6,7,6,1,10,6,5,6,7,6,6,6,6,5,6,6,7,6,6,6,6,6,9,7,6,7,8,6,7,9,6,6,7,6,7,9,9,9,10,10,10,9,9,9,10,10,10,2.6186500142234577,0.651562368567591,0.8571428571428578,0.4600000000000002
10,9,5,0,0,6,6,6,6,5,6,4,6,6,7,6,2,6,4,6,6,6,7,6,5,6,7,7,6,6,7,7,9,5,6,6,6,7,9,9,9,9,10,9,9,9,9,10,10,10,2.359578835184168,0.570752598819591,0.8775510204081638,0.5160000000000002
10,10,9,7,7,9,7,6,6,5,6,7,6,7,7,6,6,7,9,7,9,9,7,6,6,6,7,8,7,9,7,7,9,9,7,7,9,7,9,9,8,9,10,10,9,8,9,10,10,10,2.824485140004498,0.7135247255771772,1.0000000000000007,0.4016000000000002
10,9,4,6,0,7,6,5,6,6,6,7,6,4,7,6,6,6,5,6,6,6,6,6,6,6,7,7,7,6,6,7,6,6,7,8,9,7,9,9,9,10,10,10,9,8,10,10,10,10,2.4883328626237695,0.611171305576701,0.8979591836734702,0.4864000000000002
10,10,7,7,7,6,6,6,5,4,6,4,6,7,7,6,6,7,6,6,6,6,7,6,6,6,7,7,7,9,7,7,9,9,7,7,9,8,9,9,9,10,10,10,9,9,9,10,10,10,2.662880985679856,0.6629981445017095,0.9795918367346946,0.44160000000000016
10,9,6,6,6,9,6,6,5,5,6,7,6,4,7,6,6,6,6,7,9,9,7,7,6,6,7,6,7,7,7,6,9,9,8,7,9,7,9,9,9,10,10,10,10,9,10,10,10,10,2.668917979881714,0.6706083048230914,0.8979591836734702,0.44000000000000017
10,0,1,1,0,0,0,0,1,1,0,1,0,1,2,1,1,2,1,2,2,2,1,2,3,1,0,0,1,7,6,5,5,5,6,6,6,6,7,6,6,9,7,10,9,8,9,9,10,10,1.3328997279781445,0.25181503303670905,0.9183673469387762,0.7104000000000003
10,1,0,1,0,0,0,1,0,1,0,0,0,1,3,3,1,0,1,0,6,2,3,2,3,1,1,1,6,5,4,2,6,5,7,5,6,6,7,6,7,6,7,10,9,8,9,10,10,10,1.3546030433313123,0.2602861151341558,0.8163265306122455,0.7120000000000003
10,10,7,1,0,5,6,5,6,5,6,6,6,7,7,6,6,6,5,6,6,6,6,6,6,9,7,6,7,6,7,6,5,5,6,7,9,7,9,8,9,10,10,10,9,9,10,10,10,10,2.4536721509314487,0.6019602619312401,0.9183673469387762,0.4936000000000002
10,9,6,6,6,7,6,4,5,6,6,7,6,6,7,6,7,6,6,7,6,6,7,6,6,9,7,6,7,9,7,7,9,9,7,7,9,7,9,9,9,10,10,10,9,9,9,10,10,10,2.6352519480127863,0.6609493593467252,0.9591836734693885,0.4472000000000002
10,0,1,1,0,0,0,0,1,0,1,0,0,1,1,3,1,1,1,1,2,2,2,2,2,2,3,2,1,1,6,5,5,5,6,6,6,6,5,6,6,4,9,10,9,8,9,9,10,9,1.3017258744545714,0.2422896747453688,0.9387755102040823,0.7208000000000004
10,6,0,1,1,1,1,3,1,0,1,0,1,3,1,0,1,1,3,4,1,3,5,1,2,1,0,1,2,6,5,5,4,5,6,7,6,6,5,6,6,9,10,9,9,9,9,10,10,10,1.4969390744303155,0.3011513938136421,0.8571428571428578,0.6864000000000003
10,9,9,7,7,6,6,6,6,6,6,7,6,7,7,6,6,7,6,7,6,6,4,6,6,9,7,6,7,9,7,7,9,9,7,7,9,7,9,9,9,9,10,10,9,9,9,10,10,10,2.71534468896032,0.6807501090551934,0.9795918367346946,0.4312000000000002
10,9,5,0,0,7,6,6,6,0,6,4,6,6,4,2,6,6,1,6,6,5,4,5,5,6,7,6,6,7,0,7,5,5,4,4,6,8,9,9,7,10,10,10,9,9,10,10,10,10,2.2109582443469744,0.5203298499140266,0.7142857142857147,0.5600000000000002
10,8,7,0,0,3,7,7,6,5,6,7,7,6,7,6,6,7,4,7,6,6,7,6,5,10,7,7,7,6,7,7,6,10,7,7,9,7,9,9,9,10,10,10,9,8,9,10,10,10,2.478339358330805,0.6105535645323772,0.7959183673469393,0.4800000000000002
9,4,0,1,0,0,0,1,2,1,2,1,1,3,3,3,1,3,2,3,1,1,1,1,2,4,3,6,7,7,6,4,4,5,5,6,6,6,7,6,6,4,9,9,9,8,9,10,10,10,1.513457043814299,0.30412703691529525,0.8979591836734702,0.6856000000000003
10,9,9,5,0,0,1,6,5,5,6,4,6,5,4,5,6,5,6,4,5,6,6,6,5,6,6,5,6,6,7,6,4,6,6,7,7,7,9,8,9,10,10,9,9,7,9,10,10,10,2.3043040331665665,0.5459024987572557,0.9387755102040823,0.5312000000000002
10,2,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1,1,1,3,2,2,1,3,7,1,0,6,1,6,4,5,5,5,4,5,7,6,6,7,6,6,10,10,9,7,9,9,10,10,1.3469256986571638,0.2603093250243973,0.7959183673469393,0.7112000000000003
9,7,0,1,0,0,1,1,2,3,1,0,1,3,1,2,1,1,1,1,6,5,5,5,5,6,6,7,6,7,7,5,5,6,6,4,6,7,7,9,9,8,10,9,9,8,9,10,10,10,1.7111018815533263,0.3614386915880653,0.9183673469387762,0.6360000000000002
9,7,0,1,1,0,1,1,0,0,0,3,1,2,2,3,2,3,0,4,6,1,5,5,5,7,6,6,6,6,7,6,5,6,6,4,6,7,9,8,9,9,9,9,9,8,9,9,10,10,1.6978901908718875,0.3610784321024868,0.8571428571428578,0.6392000000000002
10,0,0,0,1,0,1,1,0,0,0,0,0,1,1,3,1,3,1,1,1,3,3,2,2,2,3,1,1,2,1,3,5,5,6,5,6,6,6,6,6,6,10,10,9,7,9,10,10,9,1.2865060368961623,0.23816163431424278,0.9387755102040823,0.7248000000000003
10,7,6,6,6,7,6,5,5,5,6,4,6,5,3,2,1,5,6,5,5,6,6,6,5,1,6,6,7,7,7,5,6,5,7,6,6,7,9,8,9,8,10,10,9,7,9,10,10,9,2.360426400018004,0.5622850005026038,0.8367346938775516,0.5304000000000002
10,9,5,6,6,7,6,5,5,5,6,7,6,7,6,6,5,6,7,6,6,6,7,7,6,6,7,6,7,9,7,6,5,6,7,7,6,7,9,9,9,10,10,10,9,9,9,10,10,9,2.5621438153704066,0.6359984313754596,0.9795918367346946,0.4720000000000002
9,10,7,6,7,7,6,6,4,5,6,7,6,6,4,6,6,7,6,7,6,6,7,6,6,6,7,7,7,9,7,7,7,6,7,7,8,7,9,9,9,10,10,10,9,9,9,10,10,10,2.6193239971490065,0.6505167615810672,0.9795918367346946,0.4576000000000003
9,9,1,1,0,0,1,1,2,5,2,6,6,4,4,4,6,7,6,5,5,5,5,6,4,6,1,1,7,6,7,2,5,6,6,6,7,6,6,6,9,10,10,9,9,8,9,9,10,10,1.9671802189367915,0.44138255581515984,0.8163265306122455,0.6032000000000002
9,9,7,0,1,7,6,4,4,4,6,7,6,4,4,4,6,5,6,6,6,6,7,6,6,7,6,7,6,7,7,6,6,6,6,7,6,8,8,8,9,10,10,10,9,8,9,10,10,10,2.3550040808289365,0.5686106574352564,0.9387755102040823,0.5192000000000002
10,1,0,1,1,0,1,1,1,1,1,0,1,3,3,2,1,1,3,1,1,2,2,1,3,6,1,1,1,6,5,6,5,5,6,6,6,6,7,7,8,7,7,10,9,8,9,9,10,10,1.4334934068376568,0.28235294306718955,0.8979591836734702,0.6944000000000002
10,9,0,1,0,1,1,1,1,3,1,7,6,7,2,2,6,6,6,6,6,5,6,6,5,6,5,7,7,6,7,6,6,6,6,6,7,6,7,9,9,10,10,10,9,8,9,10,10,10,2.0448331521306256,0.4670728145138137,0.8979591836734702,0.5744000000000002
9,8,2,1,1,1,1,2,2,1,1,0,6,7,4,6,5,3,2,6,6,7,6,5,5,2,2,1,6,4,5,5,4,5,6,6,6,6,7,9,6,9,9,10,9,8,9,9,10,10,1.882190271149315,0.4124160709890613,0.8163265306122455,0.6200000000000001
10,9,0,1,0,7,6,5,5,5,6,6,6,6,4,5,6,6,5,6,6,5,6,6,6,6,6,7,7,9,6,7,6,5,6,6,9,7,9,9,8,9,10,10,10,9,10,10,10,10,2.3383169077180943,0.5618636201180307,0.9183673469387762,0.5184000000000002
9,9,5,1,1,7,6,6,5,4,6,6,6,4,3,2,5,5,6,6,6,5,4,6,6,6,6,7,7,7,7,6,5,6,7,7,6,6,8,8,9,9,10,10,9,8,9,9,10,10,2.3139977719853193,0.5508690040194483,0.8979591836734702,0.5304000000000002
10,5,2,2,0,0,1,1,1,5,1,7,6,3,4,4,5,6,5,5,6,5,5,5,6,5,5,5,7,7,6,5,4,6,6,6,2,6,8,9,7,9,10,10,9,8,9,10,10,10,1.9562152789777527,0.4405976394142008,0.7755102040816333,0.6024000000000003
9,7,0,1,0,0,0,1,1,3,1,3,6,3,2,3,2,1,1,2,5,2,6,5,5,7,6,7,6,6,6,6,5,5,7,4,6,7,9,8,9,10,9,10,9,8,9,10,10,10,1.7641489306369211,0.3819366620165483,0.8163265306122455,0.6336000000000003
10,7,1,6,1,0,1,6,1,5,6,7,6,4,5,5,6,4,6,6,5,2,2,6,5,5,6,6,6,6,4,6,4,5,6,7,6,7,7,7,9,10,9,9,9,9,10,10,10,10,2.121962508710909,0.4912006169173077,0.8163265306122455,0.5744000000000002
10,7,3,1,0,1,0,5,4,5,1,1,1,5,6,5,5,6,5,4,6,5,4,6,5,5,6,6,6,7,5,6,6,6,6,7,6,7,9,7,9,10,9,10,9,7,9,10,10,10,2.0249864985050836,0.46034164745964595,0.8775510204081638,0.5848000000000002
10,8,7,6,0,7,6,6,5,5,6,7,6,6,6,5,6,6,6,4,5,6,7,6,5,6,7,7,7,9,7,7,6,5,6,7,7,7,9,10,9,9,10,10,10,9,10,10,10,10,2.4928159400884202,0.6138376225318598,0.9387755102040823,0.4864000000000002
10,9,8,1,0,6,1,6,6,5,6,6,5,6,4,4,6,6,6,6,6,6,7,6,5,6,7,6,7,7,6,7,6,6,6,6,6,7,9,9,9,10,10,10,9,8,9,9,10,10,2.3717803157571424,0.5711607339138658,0.9183673469387762,0.5160000000000002
9,7,1,1,0,0,0,1,2,1,2,2,0,2,3,3,1,1,3,4,6,5,6,5,5,6,5,6,6,5,5,5,4,5,6,5,6,6,6,7,6,4,9,9,9,7,9,9,10,10,1.7029257077172262,0.3543028815781774,0.9183673469387762,0.6472000000000002
10,5,6,2,1,1,1,1,0,2,1,2,1,3,2,3,5,0,6,6,5,6,5,6,4,5,6,6,7,6,6,6,6,5,6,1,6,7,7,7,9,9,9,10,9,8,9,10,10,10,1.8778131795314925,0.4100242443002123,0.8367346938775516,0.6128000000000002
10,7,1,1,1,3,1,2,1,5,6,6,6,7,6,5,5,6,6,4,5,5,4,6,6,5,5,6,7,6,4,6,5,5,6,4,6,7,6,9,9,10,10,10,9,8,9,10,10,10,2.1082210899554816,0.48574657657772363,0.9183673469387762,0.5704000000000002
10,7,0,0,1,0,1,1,3,2,1,0,1,1,3,2,1,2,1,2,2,1,2,1,4,5,6,1,1,7,6,6,5,5,5,5,6,6,6,9,7,1,10,10,9,8,9,9,10,9,1.5424726500232382,0.31008619143975474,0.8367346938775516,0.6816000000000002
10,6,4,1,0,1,6,6,5,6,6,7,6,4,4,5,6,6,6,3,5,6,4,6,4,6,0,6,6,8,7,6,4,6,6,6,6,8,9,9,9,9,9,10,9,9,10,10,10,10,2.2027038674421395,0.5204219178279555,0.8163265306122455,0.5552000000000002
9,7,2,0,0,0,0,1,1,1,1,0,1,3,3,2,1,3,5,5,2,1,2,5,4,5,3,7,6,6,6,4,5,6,6,4,6,6,6,7,8,7,10,10,9,8,9,10,10,10,1.6201331242377048,0.3410594656309957,0.8367346938775516,0.6624000000000002
10,9,0,0,0,0,6,2,6,5,6,1,6,3,4,4,6,6,4,6,6,5,4,6,5,6,7,4,7,6,6,4,5,6,6,4,6,7,9,8,9,9,10,10,9,8,9,10,10,10,2.075087952584361,0.4801592714764035,0.8163265306122455,0.5808000000000003
